the_geom,OBJECTID,TYPE,Lat,Long
POINT (-71.07090757947512 42.35081321515146),664,LIGHT,42.35081322,-71.07090758
POINT (-71.07066257245317 42.35087874935585),665,LIGHT,42.35087875,-71.07066257
POINT (-71.07043746971398 42.35093952553098),666,LIGHT,42.35093953,-71.07043747
POINT (-71.07387463651621 42.35144374792373),667,LIGHT,42.35144375,-71.07387464
POINT (-71.07401387567289 42.351441286552244),668,LIGHT,42.35144129,-71.07401388
POINT (-71.07457980799823 42.35479260306301),669,LIGHT,42.3547926,-71.07457981
POINT (-71.07465319866839 42.35492419270682),670,LIGHT,42.35492419,-71.0746532
POINT (-71.07398297250955 42.35495404661962),671,LIGHT,42.35495405,-71.07398297
POINT (-71.07429667647119 42.35486777570655),672,LIGHT,42.35486778,-71.07429668
POINT (-71.07495372612918 42.35469259679505),673,LIGHT,42.3546926,-71.07495373
POINT (-71.07500561185701 42.35482896469546),674,LIGHT,42.35482896,-71.07500561
POINT (-71.07526925067043 42.35460721764908),675,LIGHT,42.35460722,-71.07526925
POINT (-71.0752832862062 42.35475380436611),676,LIGHT,42.3547538,-71.07528329
POINT (-71.07473765853857 42.35449707324593),677,LIGHT,42.35449707,-71.07473766
POINT (-71.07447339814108 42.35445930623541),678,LIGHT,42.35445931,-71.0744734
POINT (-71.07442529543259 42.35423118815783),679,LIGHT,42.35423119,-71.0744253
POINT (-71.07425867900187 42.35400404030315),680,LIGHT,42.35400404,-71.07425868
POINT (-71.07417322072152 42.35414144135086),681,LIGHT,42.35414144,-71.07417322
POINT (-71.07387194270655 42.35422565489487),682,LIGHT,42.35422565,-71.07387194
POINT (-71.07349917840358 42.354324446538854),683,LIGHT,42.35432445,-71.07349918
POINT (-71.07314276617163 42.35441914643437),684,LIGHT,42.35441915,-71.07314277
POINT (-71.07295169356081 42.354470689908716),685,LIGHT,42.35447069,-71.07295169
POINT (-71.07332112490894 42.354372133449296),686,LIGHT,42.35437213,-71.07332112
POINT (-71.07368994393353 42.354272228501024),687,LIGHT,42.35427223,-71.07368994
POINT (-71.07402364618913 42.35418410764376),688,LIGHT,42.35418411,-71.07402365
POINT (-71.07397888101846 42.354078529482706),689,LIGHT,42.35407853,-71.07397888
POINT (-71.0732627420305 42.35427176218059),690,LIGHT,42.35427176,-71.07326274
POINT (-71.07275486073456 42.35452247274998),691,LIGHT,42.35452247,-71.07275486
POINT (-71.07260468106773 42.35456603794384),692,LIGHT,42.35456604,-71.07260468
POINT (-71.0724302586103 42.35461236492931),693,LIGHT,42.35461236,-71.07243026
POINT (-71.07238035612346 42.35450972270058),694,LIGHT,42.35450972,-71.07238036
POINT (-71.07255356754108 42.35446384863694),695,LIGHT,42.35446385,-71.07255357
POINT (-71.07381151827143 42.35412300490581),696,LIGHT,42.354123,-71.07381152
POINT (-71.0736265095181 42.35417408311443),697,LIGHT,42.35417408,-71.07362651
POINT (-71.07456596562267 42.354040838038095),698,LIGHT,42.35404084,-71.07456597
POINT (-71.07428114772038 42.35391959609318),699,LIGHT,42.3539196,-71.07428115
POINT (-71.07404846264562 42.35369801738502),700,LIGHT,42.35369802,-71.07404846
POINT (-71.07411613289636 42.353587074008075),701,LIGHT,42.35358707,-71.07411613
POINT (-71.07183338132572 42.35385039419629),702,LIGHT,42.35385039,-71.07183338
POINT (-71.07203051233842 42.35379793702054),703,LIGHT,42.35379794,-71.07203051
POINT (-71.0722394573666 42.35374342577575),704,LIGHT,42.35374343,-71.07223946
POINT (-71.07245990292385 42.35368438703358),705,LIGHT,42.35368439,-71.0724599
POINT (-71.07267185870028 42.35362536943896),706,LIGHT,42.35362537,-71.07267186
POINT (-71.07286474363241 42.353572922065844),707,LIGHT,42.35357292,-71.07286474
POINT (-71.07307761720043 42.35351592558567),708,LIGHT,42.35351593,-71.07307762
POINT (-71.07330775280185 42.35345461104862),709,LIGHT,42.35345461,-71.07330775
POINT (-71.07351154087635 42.35339988569946),710,LIGHT,42.35339989,-71.07351154
POINT (-71.0737238009015 42.35334154071532),711,LIGHT,42.35334154,-71.0737238
POINT (-71.07344580008676 42.35330067919626),712,LIGHT,42.35330068,-71.0734458
POINT (-71.0725160227458 42.353554640483225),713,LIGHT,42.35355464,-71.07251602
POINT (-71.07171277508084 42.35372762436469),714,LIGHT,42.35372762,-71.07171278
POINT (-71.07199490637676 42.353413545957935),715,LIGHT,42.35341355,-71.07199491
POINT (-71.07180855341636 42.353921384213955),716,LIGHT,42.35392138,-71.07180855
POINT (-71.07158528821662 42.35389632404258),717,LIGHT,42.35389632,-71.07158529
POINT (-71.07151854604382 42.35375841820749),718,LIGHT,42.35375842,-71.07151855
POINT (-71.07136718855442 42.353679649477776),719,LIGHT,42.35367965,-71.07136719
POINT (-71.07162936117776 42.35355749270409),720,LIGHT,42.35355749,-71.07162936
POINT (-71.07142323412737 42.35356656936073),721,LIGHT,42.35356657,-71.07142323
POINT (-71.07182840708185 42.353347708167504),722,LIGHT,42.35334771,-71.07182841
POINT (-71.07199260824358 42.35330129813585),723,LIGHT,42.3533013,-71.07199261
POINT (-71.0722406091995 42.35323521766059),724,LIGHT,42.35323522,-71.07224061
POINT (-71.07243924945101 42.35318163193313),725,LIGHT,42.35318163,-71.07243925
POINT (-71.07264212250297 42.35312578655841),726,LIGHT,42.35312579,-71.07264212
POINT (-71.07286074787088 42.35306720123374),727,LIGHT,42.3530672,-71.07286075
POINT (-71.07307150075674 42.353010884709974),728,LIGHT,42.35301088,-71.0730715
POINT (-71.0732765014043 42.35295615617567),729,LIGHT,42.35295616,-71.0732765
POINT (-71.071520449718 42.35332876956896),730,LIGHT,42.35332877,-71.07152045
POINT (-71.0713060515155 42.35332816767649),731,LIGHT,42.35332817,-71.07130605
POINT (-71.07123165832911 42.35317458427244),732,LIGHT,42.35317458,-71.07123166
POINT (-71.07113455290715 42.352974868927106),733,LIGHT,42.35297487,-71.07113455
POINT (-71.0710153606444 42.35273297798674),734,LIGHT,42.35273298,-71.07101536
POINT (-71.07130555827837 42.35269161687086),735,LIGHT,42.35269162,-71.07130556
POINT (-71.07140303717307 42.35309224872212),736,LIGHT,42.35309225,-71.07140304
POINT (-71.07123865488067 42.35275580217219),737,LIGHT,42.3527558,-71.07123865
POINT (-71.0709377143045 42.35257534442551),738,LIGHT,42.35257534,-71.07093771
POINT (-71.07114309340228 42.352552771395914),739,LIGHT,42.35255277,-71.07114309
POINT (-71.07124217204213 42.35256278297182),740,LIGHT,42.35256278,-71.07124217
POINT (-71.07145434082865 42.352505262893786),741,LIGHT,42.35250526,-71.07145434
POINT (-71.07184373713035 42.35240055285734),742,LIGHT,42.35240055,-71.07184374
POINT (-71.07190463679572 42.35253073480756),743,LIGHT,42.35253073,-71.07190464
POINT (-71.07149564475236 42.35264207199821),744,LIGHT,42.35264207,-71.07149564
POINT (-71.07172481435803 42.35258013492253),745,LIGHT,42.35258013,-71.07172481
POINT (-71.0716850302111 42.35409714442994),746,LIGHT,42.35409714,-71.07168503
POINT (-71.07083147921921 42.35235671742085),747,LIGHT,42.35235672,-71.07083148
POINT (-71.07094990720269 42.352165752034885),748,LIGHT,42.35216575,-71.07094991
POINT (-71.07112392085449 42.352249802336026),749,LIGHT,42.3522498,-71.07112392
POINT (-71.07155677844804 42.35213558532478),750,LIGHT,42.35213559,-71.07155678
POINT (-71.07071360422889 42.35212227284945),751,LIGHT,42.35212227,-71.0707136
POINT (-71.0705244169398 42.35208455365965),752,LIGHT,42.35208455,-71.07052442
POINT (-71.07027606652554 42.35213421772536),753,LIGHT,42.35213422,-71.07027607
POINT (-71.06998520669214 42.35219202838835),754,LIGHT,42.35219203,-71.06998521
POINT (-71.069710040376 42.3522473213075),755,LIGHT,42.35224732,-71.06971004
POINT (-71.07037602166905 42.35199305371769),756,LIGHT,42.35199305,-71.07037602
POINT (-71.07010646390583 42.35205320130071),757,LIGHT,42.3520532,-71.07010646
POINT (-71.06981052915195 42.352113571884395),758,LIGHT,42.35211357,-71.06981053
POINT (-71.0699880787168 42.35197108784226),759,LIGHT,42.35197109,-71.06998808
POINT (-71.07025102919397 42.351932647975836),760,LIGHT,42.35193265,-71.07025103
POINT (-71.07055330703858 42.35180288659031),761,LIGHT,42.35180289,-71.07055331
POINT (-71.07069674242315 42.35175365766442),762,LIGHT,42.35175366,-71.07069674
POINT (-71.07061936992753 42.35159549189653),763,LIGHT,42.35159549,-71.07061937
POINT (-71.07090908748619 42.35191499735864),764,LIGHT,42.351915,-71.07090909
POINT (-71.07116737818399 42.35182399791381),765,LIGHT,42.351824,-71.07116738
POINT (-71.07148798700779 42.35174768250575),766,LIGHT,42.35174768,-71.07148799
POINT (-71.07134693386324 42.35162884141622),767,LIGHT,42.35162884,-71.07134693
POINT (-71.07103119643212 42.35171282707973),768,LIGHT,42.35171283,-71.0710312
POINT (-71.07082169109677 42.35176738985938),769,LIGHT,42.35176739,-71.07082169
POINT (-71.07048072693696 42.351859943363145),770,LIGHT,42.35185994,-71.07048073
POINT (-71.07025401127402 42.352315772662024),771,LIGHT,42.35231577,-71.07025401
POINT (-71.07082124590733 42.352769866045584),772,LIGHT,42.35276987,-71.07082125
POINT (-71.07058510361921 42.35277302949166),773,LIGHT,42.35277303,-71.0705851
POINT (-71.07060448579736 42.352986455549456),774,LIGHT,42.35298646,-71.07060449
POINT (-71.07036442856442 42.35304980819118),775,LIGHT,42.35304981,-71.07036443
POINT (-71.07058492120241 42.35340040292755),776,LIGHT,42.3534004,-71.07058492
POINT (-71.07091830262316 42.35311813220955),777,LIGHT,42.35311813,-71.0709183
POINT (-71.0707628620647 42.352962403154365),778,LIGHT,42.3529624,-71.07076286
POINT (-71.07066239114755 42.35262268586482),779,LIGHT,42.35262269,-71.07066239
POINT (-71.07042092842282 42.35261849353535),780,LIGHT,42.35261849,-71.07042093
POINT (-71.0700497020734 42.3526955332303),781,LIGHT,42.35269553,-71.0700497
POINT (-71.06985486850895 42.35266152084388),782,LIGHT,42.35266152,-71.06985487
POINT (-71.07028845214337 42.35286790768861),783,LIGHT,42.35286791,-71.07028845
POINT (-71.07047211123819 42.35247447788748),784,LIGHT,42.35247448,-71.07047211
POINT (-71.07062219432083 42.352323734545),785,LIGHT,42.35232373,-71.07062219
POINT (-71.07108378248937 42.35359907998154),786,LIGHT,42.35359908,-71.07108378
POINT (-71.0711037197111 42.35340810540342),787,LIGHT,42.35340811,-71.07110372
POINT (-71.07228333316021 42.35488728678311),788,LIGHT,42.35488729,-71.07228333
POINT (-71.07208360573571 42.354908597279454),789,LIGHT,42.3549086,-71.07208361
POINT (-71.0721892893531 42.35469542984641),790,LIGHT,42.35469543,-71.07218929
POINT (-71.07193807410322 42.35461536846929),791,LIGHT,42.35461537,-71.07193807
POINT (-71.07209057346886 42.35449488563845),792,LIGHT,42.35449489,-71.07209057
POINT (-71.07182843674792 42.35439321240975),793,LIGHT,42.35439321,-71.07182844
POINT (-71.07199560614637 42.354301917728264),794,LIGHT,42.35430192,-71.07199561
POINT (-71.07220710240856 42.3545553523677),795,LIGHT,42.35455535,-71.0722071
POINT (-71.0722583939874 42.35466039821255),796,LIGHT,42.3546604,-71.07225839
POINT (-71.07165950299617 42.354771377901876),797,LIGHT,42.35477138,-71.0716595
POINT (-71.07141904380292 42.35457017272559),798,LIGHT,42.35457017,-71.07141904
POINT (-71.07139997864367 42.35443453319362),799,LIGHT,42.35443453,-71.07139998
POINT (-71.07162147332579 42.35445998054669),800,LIGHT,42.35445998,-71.07162147
POINT (-71.07145860655457 42.35493142134795),801,LIGHT,42.35493142,-71.07145861
POINT (-71.0708398198768 42.35492748335906),802,LIGHT,42.35492748,-71.07083982
POINT (-71.07104762885236 42.35482819407964),803,LIGHT,42.35482819,-71.07104763
POINT (-71.07122241038385 42.354869892844896),804,LIGHT,42.35486989,-71.07122241
POINT (-71.07113523220832 42.35448544163233),805,LIGHT,42.35448544,-71.07113523
POINT (-71.07137617708047 42.35419681003564),806,LIGHT,42.35419681,-71.07137618
POINT (-71.07148301897557 42.35403699516319),807,LIGHT,42.354037,-71.07148302
POINT (-71.07124818141713 42.353955303435846),808,LIGHT,42.3539553,-71.07124818
POINT (-71.07114476772375 42.35410657001411),809,LIGHT,42.35410657,-71.07114477
POINT (-71.07109355799386 42.35424420274644),810,LIGHT,42.3542442,-71.07109356
POINT (-71.0706517476581 42.35436543206892),811,LIGHT,42.35436543,-71.07065175
POINT (-71.07084888394402 42.35444016191267),812,LIGHT,42.35444016,-71.07084888
POINT (-71.07094319919031 42.35459366770069),813,LIGHT,42.35459367,-71.0709432
POINT (-71.07117071429691 42.35468507657289),814,LIGHT,42.35468508,-71.07117071
POINT (-71.07174797472429 42.35496042542376),815,LIGHT,42.35496043,-71.07174797
POINT (-71.07140574949699 42.353758466019976),816,LIGHT,42.35375847,-71.07140575
POINT (-71.07072033902855 42.35394406213676),817,LIGHT,42.35394406,-71.07072034
POINT (-71.07067960104662 42.353864207304845),818,LIGHT,42.35386421,-71.0706796
POINT (-71.07037836898034 42.35403606600558),819,LIGHT,42.35403607,-71.07037837
POINT (-71.07034155801746 42.353956385976986),820,LIGHT,42.35395639,-71.07034156
POINT (-71.07013638365827 42.35407869797703),821,LIGHT,42.3540787,-71.07013638
POINT (-71.07011859707679 42.35403952195286),822,LIGHT,42.35403952,-71.0701186
POINT (-71.07001217277218 42.354111134735774),823,LIGHT,42.35411113,-71.07001217
POINT (-71.06999350586399 42.35407308796661),824,LIGHT,42.35407309,-71.06999351
POINT (-71.06981982975641 42.354120242058244),825,LIGHT,42.35412024,-71.06981983
POINT (-71.06983909988926 42.354158280308496),826,LIGHT,42.35415828,-71.0698391
POINT (-71.06971400828725 42.3541918469176),827,LIGHT,42.35419185,-71.06971401
POINT (-71.06969530151581 42.35415201017266),828,LIGHT,42.35415201,-71.0696953
POINT (-71.06945539945013 42.35428684099518),829,LIGHT,42.35428684,-71.0694554
POINT (-71.06941762907519 42.3542047100888),830,LIGHT,42.35420471,-71.06941763
POINT (-71.06916381044498 42.3543647836688),831,LIGHT,42.35436478,-71.06916381
POINT (-71.06912306385273 42.35428448080978),832,LIGHT,42.35428448,-71.06912306
POINT (-71.06941931189135 42.35450621389365),833,LIGHT,42.35450621,-71.06941931
POINT (-71.06968694797118 42.354368145051886),834,LIGHT,42.35436815,-71.06968695
POINT (-71.06972312164244 42.35453983532222),835,LIGHT,42.35453984,-71.06972312
POINT (-71.06970276474804 42.35468066636528),836,LIGHT,42.35468067,-71.06970276
POINT (-71.06986567068071 42.35493136667028),837,LIGHT,42.35493137,-71.06986567
POINT (-71.0695724655526 42.3540165581533),838,LIGHT,42.35401656,-71.06957247
POINT (-71.06923937339623 42.354020699168494),839,LIGHT,42.3540207,-71.06923937
POINT (-71.06904462019622 42.3540967670077),840,LIGHT,42.35409677,-71.06904462
POINT (-71.06901259491201 42.35380962342732),841,LIGHT,42.35380962,-71.06901259
POINT (-71.06879935895746 42.35389576966181),842,LIGHT,42.35389577,-71.06879936
POINT (-71.06873832653085 42.354066429523826),843,LIGHT,42.35406643,-71.06873833
POINT (-71.06883186725575 42.35363816254622),844,LIGHT,42.35363816,-71.06883187
POINT (-71.06882616150165 42.35335886906642),845,LIGHT,42.35335887,-71.06882616
POINT (-71.06859550163163 42.35316788230585),846,LIGHT,42.35316788,-71.0685955
POINT (-71.06884768123184 42.353162509834384),847,LIGHT,42.35316251,-71.06884768
POINT (-71.06910909759718 42.35305306625706),848,LIGHT,42.35305307,-71.0691091
POINT (-71.06930777124317 42.35295031215215),849,LIGHT,42.35295031,-71.06930777
POINT (-71.06958939249246 42.352621288315895),850,LIGHT,42.35262129,-71.06958939
POINT (-71.07054557197769 42.35314500547678),851,LIGHT,42.35314501,-71.07054557
POINT (-71.07035039604767 42.3536792977512),852,LIGHT,42.3536793,-71.0703504
POINT (-71.07019087734649 42.353805295157365),853,LIGHT,42.3538053,-71.07019088
POINT (-71.07004301046399 42.35349889375283),854,LIGHT,42.35349889,-71.07004301
POINT (-71.07010440946017 42.353357999984226),855,LIGHT,42.353358,-71.07010441
POINT (-71.07080617458662 42.35367750839694),856,LIGHT,42.35367751,-71.07080617
POINT (-71.07098463891447 42.354030138543166),857,LIGHT,42.35403014,-71.07098464
POINT (-71.07067482104243 42.354229639122124),858,LIGHT,42.35422964,-71.07067482
POINT (-71.06820004510968 42.3536795694083),859,LIGHT,42.35367957,-71.06820005
POINT (-71.06811819728065 42.353531410847424),860,LIGHT,42.35353141,-71.0681182
POINT (-71.07022169505427 42.35324950046486),861,LIGHT,42.3532495,-71.0702217
POINT (-71.07043399579975 42.35428564536954),862,LIGHT,42.35428565,-71.070434
POINT (-71.07072055799095 42.35456829128755),863,LIGHT,42.35456829,-71.07072056
POINT (-71.06929522659121 42.35467246417411),864,LIGHT,42.35467246,-71.06929523
POINT (-71.068881083768 42.35491315898117),865,LIGHT,42.35491316,-71.06888108
POINT (-71.06880259647153 42.354769415079886),866,LIGHT,42.35476942,-71.0688026
POINT (-71.06864200188927 42.35453626498018),867,LIGHT,42.35453627,-71.068642
POINT (-71.06856411844925 42.35439667530703),868,LIGHT,42.35439668,-71.06856412
POINT (-71.06853588370288 42.354287115608734),869,LIGHT,42.35428712,-71.06853588
POINT (-71.06844872204637 42.354131939410074),870,LIGHT,42.35413194,-71.06844872
POINT (-71.06828486385145 42.35383318581855),871,LIGHT,42.35383319,-71.06828486
POINT (-71.06836814365256 42.353985951009996),872,LIGHT,42.35398595,-71.06836814
POINT (-71.0686907526626 42.35424737343336),873,LIGHT,42.35424737,-71.06869075
POINT (-71.06880456524917 42.354329007381196),874,LIGHT,42.35432901,-71.06880457
POINT (-71.06887892710266 42.35448207184745),875,LIGHT,42.35448207,-71.06887893
POINT (-71.06906650829474 42.35481458160663),876,LIGHT,42.35481458,-71.06906651
POINT (-71.06944123680451 42.354867734825746),877,LIGHT,42.35486773,-71.06944124
POINT (-71.06843331151373 42.35458996759663),878,LIGHT,42.35458997,-71.06843331
POINT (-71.06836189078709 42.3544574891298),879,LIGHT,42.35445749,-71.06836189
POINT (-71.0684725088916 42.35493715519575),880,LIGHT,42.35493716,-71.06847251
POINT (-71.06831649994506 42.35465397558655),881,LIGHT,42.35465398,-71.0683165
POINT (-71.06826026336422 42.354769721031204),882,LIGHT,42.35476972,-71.06826026
POINT (-71.06798861359995 42.3547630461276),883,LIGHT,42.35476305,-71.06798861
POINT (-71.06802493443703 42.35460002915597),884,LIGHT,42.35460003,-71.06802493
POINT (-71.06821647718627 42.35447082932351),885,LIGHT,42.35447083,-71.06821648
POINT (-71.06812873422244 42.354320338518875),886,LIGHT,42.35432034,-71.06812873
POINT (-71.0680327924837 42.35434974899259),887,LIGHT,42.35434975,-71.06803279
POINT (-71.06792266667834 42.35414839933503),888,LIGHT,42.3541484,-71.06792267
POINT (-71.06791905822298 42.35393617458496),889,LIGHT,42.35393617,-71.06791906
POINT (-71.06780474174334 42.354652598974624),890,LIGHT,42.3546526,-71.06780474
POINT (-71.06785154959331 42.35491117096066),891,LIGHT,42.35491117,-71.06785155
POINT (-71.06757362053587 42.35474302772419),892,LIGHT,42.35474303,-71.06757362
POINT (-71.06731455579462 42.354671030228594),893,LIGHT,42.35467103,-71.06731456
POINT (-71.06706525191817 42.354729214048135),894,LIGHT,42.35472921,-71.06706525
POINT (-71.06685491535681 42.35467239149609),895,LIGHT,42.35467239,-71.06685492
POINT (-71.06661452092312 42.35479038811505),896,LIGHT,42.35479039,-71.06661452
POINT (-71.06676660548658 42.35485964705639),897,LIGHT,42.35485965,-71.06676661
POINT (-71.0671208358746 42.35490944185565),898,LIGHT,42.35490944,-71.06712084
POINT (-71.05550821919779 42.354898553961476),899,LIGHT,42.35489855,-71.05550822
POINT (-71.05535745837477 42.35467169187067),900,LIGHT,42.35467169,-71.05535746
POINT (-71.05647238038375 42.35476562044211),901,LIGHT,42.35476562,-71.05647238
POINT (-71.05622254740766 42.354288638266915),902,LIGHT,42.35428864,-71.05622255
POINT (-71.05618903635433 42.354131941031014),903,LIGHT,42.35413194,-71.05618904
POINT (-71.05620494453737 42.35451085862418),904,LIGHT,42.35451086,-71.05620494
POINT (-71.05601703716565 42.35453914700311),905,LIGHT,42.35453915,-71.05601704
POINT (-71.05670611184247 42.35397445326945),906,LIGHT,42.35397445,-71.05670611
POINT (-71.05673838404529 42.353995612082),907,LIGHT,42.35399561,-71.05673838
POINT (-71.05749588930985 42.354419190641906),908,LIGHT,42.35441919,-71.05749589
POINT (-71.05742680645169 42.35453498947205),909,LIGHT,42.35453499,-71.05742681
POINT (-71.05742174564796 42.354643669385105),910,LIGHT,42.35464367,-71.05742175
POINT (-71.05774255181879 42.35475315281973),911,LIGHT,42.35475315,-71.05774255
POINT (-71.05769801659875 42.35483378989455),912,LIGHT,42.35483379,-71.05769802
POINT (-71.05760957729018 42.35480720801607),913,LIGHT,42.35480721,-71.05760958
POINT (-71.05765475987808 42.35472791489903),914,LIGHT,42.35472791,-71.05765476
POINT (-71.05781896416151 42.354816277994836),915,LIGHT,42.35481628,-71.05781896
POINT (-71.05743076736255 42.35487243034341),916,LIGHT,42.35487243,-71.05743077
POINT (-71.05773245711794 42.35489770709698),917,LIGHT,42.35489771,-71.05773246
POINT (-71.05790125641445 42.35473609663296),918,LIGHT,42.3547361,-71.05790126
POINT (-71.05774269372421 42.35468822975059),919,LIGHT,42.35468823,-71.05774269
POINT (-71.05768920748305 42.3546715325041),920,LIGHT,42.35467153,-71.05768921
POINT (-71.05759738821267 42.35464578118733),921,LIGHT,42.35464578,-71.05759739
POINT (-71.05783655122531 42.35471101062361),922,LIGHT,42.35471101,-71.05783655
POINT (-71.05753132370313 42.35462591146592),923,LIGHT,42.35462591,-71.05753132
POINT (-71.05631681953743 42.35486309181895),924,LIGHT,42.35486309,-71.05631682
POINT (-71.05628758405183 42.35469880006525),925,LIGHT,42.3546988,-71.05628758
POINT (-71.0562543466207 42.35446029532814),926,LIGHT,42.3544603,-71.05625435
POINT (-71.05853927768247 42.35411464750556),927,LIGHT,42.35411465,-71.05853928
POINT (-71.05836782353059 42.353841897679416),928,LIGHT,42.3538419,-71.05836782
POINT (-71.05813854795127 42.35368166623454),929,LIGHT,42.35368167,-71.05813855
POINT (-71.05752495065308 42.35329592131138),930,LIGHT,42.35329592,-71.05752495
POINT (-71.05744799132816 42.35328266456597),931,LIGHT,42.35328266,-71.05744799
POINT (-71.05735711820815 42.35327187322885),932,LIGHT,42.35327187,-71.05735712
POINT (-71.05724010822729 42.35337979088742),933,LIGHT,42.35337979,-71.05724011
POINT (-71.05748464331276 42.35345627741743),934,LIGHT,42.35345628,-71.05748464
POINT (-71.05767991945036 42.35330436082924),935,LIGHT,42.35330436,-71.05767992
POINT (-71.05773179140299 42.35358410810288),936,LIGHT,42.35358411,-71.05773179
POINT (-71.05792361599369 42.35353701499335),937,LIGHT,42.35353702,-71.05792362
POINT (-71.05793301149328 42.353259141878134),938,LIGHT,42.35325914,-71.05793301
POINT (-71.05799451551111 42.352816395149596),939,LIGHT,42.3528164,-71.05799452
POINT (-71.05802785130629 42.35262256081174),940,LIGHT,42.35262256,-71.05802785
POINT (-71.05783254844727 42.352916267553155),941,LIGHT,42.35291627,-71.05783255
POINT (-71.05785317320745 42.35277189774022),942,LIGHT,42.3527719,-71.05785317
POINT (-71.05780836373685 42.35305280103423),943,LIGHT,42.3530528,-71.05780836
POINT (-71.05778783860293 42.353200775981996),944,LIGHT,42.35320078,-71.05778784
POINT (-71.05866055128344 42.35325240319849),945,LIGHT,42.3532524,-71.05866055
POINT (-71.05888332757547 42.35326298832258),946,LIGHT,42.35326299,-71.05888333
POINT (-71.05910462897502 42.35327517257999),947,LIGHT,42.35327517,-71.05910463
POINT (-71.058495695135 42.35333787157593),948,LIGHT,42.35333787,-71.0584957
POINT (-71.05876747666674 42.35334797524175),949,LIGHT,42.35334798,-71.05876748
POINT (-71.05788789215016 42.35370267176011),950,LIGHT,42.35370267,-71.05788789
POINT (-71.05780591152175 42.35390638603307),951,LIGHT,42.35390639,-71.05780591
POINT (-71.05769889548067 42.35408115230928),952,LIGHT,42.35408115,-71.0576989
POINT (-71.05902831152966 42.35360426153674),953,LIGHT,42.35360426,-71.05902831
POINT (-71.05929224734676 42.353277174673735),954,LIGHT,42.35327717,-71.05929225
POINT (-71.05960552030932 42.353158988958654),955,LIGHT,42.35315899,-71.05960552
POINT (-71.05942671968387 42.3533685095603),956,LIGHT,42.35336851,-71.05942672
POINT (-71.05880028192544 42.354305369391795),957,LIGHT,42.35430537,-71.05880028
POINT (-71.05898764474433 42.35459363934665),958,LIGHT,42.35459364,-71.05898764
POINT (-71.05886958828376 42.35470441754364),959,LIGHT,42.35470442,-71.05886959
POINT (-71.05915234510363 42.35457549346928),960,LIGHT,42.35457549,-71.05915235
POINT (-71.05931823100117 42.35448942491588),961,LIGHT,42.35448942,-71.05931823
POINT (-71.05945302254034 42.354431583582006),962,LIGHT,42.35443158,-71.05945302
POINT (-71.05921553082318 42.354409142157934),963,LIGHT,42.35440914,-71.05921553
POINT (-71.05970691233586 42.35406134057916),964,LIGHT,42.35406134,-71.05970691
POINT (-71.05981352920026 42.35396494760036),965,LIGHT,42.35396495,-71.05981353
POINT (-71.05942973061264 42.35431240110443),966,LIGHT,42.3543124,-71.05942973
POINT (-71.05960473390866 42.35415530616463),967,LIGHT,42.35415531,-71.05960473
POINT (-71.05997452908403 42.35398678903495),968,LIGHT,42.35398679,-71.05997453
POINT (-71.06011110917021 42.35385913797218),969,LIGHT,42.35385914,-71.06011111
POINT (-71.06026004740828 42.35371456260861),970,LIGHT,42.35371456,-71.06026005
POINT (-71.06014302554718 42.353644968176894),971,LIGHT,42.35364497,-71.06014303
POINT (-71.06010284893496 42.35358809343031),972,LIGHT,42.35358809,-71.06010285
POINT (-71.05943285035649 42.35475909081254),973,LIGHT,42.35475909,-71.05943285
POINT (-71.05959066003417 42.35488203046561),974,LIGHT,42.35488203,-71.05959066
POINT (-71.05872723890523 42.354838588304204),975,LIGHT,42.35483859,-71.05872724
POINT (-71.05953223439255 42.352938332184344),976,LIGHT,42.35293833,-71.05953223
POINT (-71.05939227570322 42.35296476244984),977,LIGHT,42.35296476,-71.05939228
POINT (-71.05951313611126 42.35278537779823),978,LIGHT,42.35278538,-71.05951314
POINT (-71.05936288697647 42.352788341218876),979,LIGHT,42.35278834,-71.05936289
POINT (-71.05933875834546 42.35261025478363),980,LIGHT,42.35261025,-71.05933876
POINT (-71.05927246267726 42.35244084759924),981,LIGHT,42.35244085,-71.05927246
POINT (-71.0591065635897 42.35253009318445),982,LIGHT,42.35253009,-71.05910656
POINT (-71.05889584791068 42.35250394098448),983,LIGHT,42.35250394,-71.05889585
POINT (-71.05866945200201 42.35247740681622),984,LIGHT,42.35247741,-71.05866945
POINT (-71.05842153404171 42.35245048976135),985,LIGHT,42.35245049,-71.05842153
POINT (-71.05852866341895 42.352355685324326),986,LIGHT,42.35235569,-71.05852866
POINT (-71.05866765816984 42.35237038224313),987,LIGHT,42.35237038,-71.05866766
POINT (-71.05927000716706 42.351798452046204),988,LIGHT,42.35179845,-71.05927001
POINT (-71.05955176205221 42.35168035633225),989,LIGHT,42.35168036,-71.05955176
POINT (-71.05964944833597 42.351776962652636),990,LIGHT,42.35177696,-71.05964945
POINT (-71.0596977773513 42.35201783894238),991,LIGHT,42.35201784,-71.05969778
POINT (-71.05974414934705 42.35232040200042),992,LIGHT,42.3523204,-71.05974415
POINT (-71.05936808702188 42.351900554593804),993,LIGHT,42.35190055,-71.05936809
POINT (-71.0598535583229 42.352596870078116),994,LIGHT,42.35259687,-71.05985356
POINT (-71.05977331717322 42.352615036009595),995,LIGHT,42.35261504,-71.05977332
POINT (-71.05956352726663 42.35257804276524),996,LIGHT,42.35257804,-71.05956353
